review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-92c9ff4cf635,Enter COGS code in the tax panel without Devanagari rewrite (acr case 23),COGS,,,,,,
V3R-93437a1b12c5,branch ledger: export entry ra jaanu baaki milaaune,export,,,,,,
V3R-9448ae85dfbd,Customer Sagar Gautam paid by bank transfer yesterday (name case 24),Sagar,,,,,,
V3R-94a79bb19b2d,Customer Suresh Bhattarai paid by bank transfer yesterday (name case 41),Suresh,,,,,,
V3R-94f3e93a2ead,check check once before posting — context unclear,check,,,,,,
V3R-94faecdbdfde,Do not mutate protected token ACC-SYN-100200-R082 inside the posting draft case 82 (synthetic account token),ACC-SYN-100200-R082,,,,,,
V3R-9538977405ec,Customer Gita Sharma paid by bank transfer yesterday (name case 3),Gita,,,,,,
V3R-95852a40d0fc,branch ledger: username entry ra dherai baaki milaaune,username,,,,,,
V3R-958cd24b786a,branch ledger: warehouse entry ra huncha baaki milaaune,huncha,,,,,,
V3R-95b5192c63ed,yo grahak last week ko ho,grahak,,,,,,
V3R-961d489bdc9a,check file once before posting — context unclear,file,,,,,,
V3R-961e4660f249,malik ji kinyo report pathaunuhos,kinyo,,,,,,
V3R-9638f441ee41,Do not mutate protected token IMEI-356938035643809-R078 inside the posting draft case 78 (synthetic device id),IMEI-356938035643809-R078,,,,,,
V3R-968c33792c50,aaja balance ko hisab milaaidim ra baaki clear gara,balance,,,,,,
V3R-96a0617c82d7,check role once before posting — context unclear,role,,,,,,
V3R-96f4ede63143,please parcha update gardinu,parcha,,,,,,
V3R-9734fe49388d,yo byaj last week ko ho,byaj,,,,,,
V3R-975d0a910107,Accounting staff asked about ledger settings in Ask MokXya,ledger,,,,,,
V3R-9787a7596c3d,hijo ko naramro entry check gara,naramro,,,,,,
V3R-97bb8c0db597,check term once before posting — context unclear,term,,,,,,
V3R-97d0627ae39b,aaja slip ko hisab milaaidim ra baaki clear gara,slip,,,,,,
V3R-98659e20be52,Do not transliterate the word equity in this English sentence,equity,,,,,,
V3R-98efc2dd9e94,Please update the hit field in the English settings panel,hit,,,,,,
V3R-994241b9a57c,Create a draft manager and leave it unposted,manager,,,,,,
V3R-99677807eaed,Enter PO code in the tax panel without Devanagari rewrite (acr case 13),PO,,,,,,
V3R-997d09809d57,branch ledger: headquarters entry ra thyo baaki milaaune,headquarters,,,,,,
V3R-99919b9762f6,aaja calendar ko hisab milaaidim ra baaki clear gara,calendar,,,,,,
V3R-99a4be97ee78,branch ledger: debit entry ra raati baaki milaaune,raati,,,,,,
V3R-99f0cae160a1,Do not mutate protected token URL-https://example.test/eval/v3-R036 inside the posting draft case 36 (synthetic url token),URL-https://example.test/eval/v3-R036,,,,,,
V3R-9a2d1311e4c3,check debit once before posting — context unclear,debit,,,,,,
V3R-9a49327bc660,aaja ramro hisab milaaidim please,ramro,,,,,,
V3R-9a4d6a6e4919,Do not mutate protected token SERIAL-SN-V3-0001-R069 inside the posting draft case 69 (synthetic serial),SERIAL-SN-V3-0001-R069,,,,,,
V3R-9a8fe06f9a1b,alignment challenge 3: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-9a98aa4b088c,Customer Hari Krishna paid by bank transfer yesterday (name case 52),Hari,,,,,,
V3R-9abab8ab0597,Sync failed for weekly queue — retry after backup,weekly,,,,,,
V3R-9b2c9f0ff372,branch ledger: income entry ra lejhar baaki milaaune,income,,,,,,
V3R-9b34cc661e91,branch ledger: payroll entry ra byaj baaki milaaune,byaj,,,,,,
V3R-9b3c1aec81db,check order once before posting — context unclear,order,,,,,,
V3R-9b6c91d9c142,check spread once before posting — context unclear,spread,,,,,,
V3R-9b769e8c9eae,aaja code ko hisab milaaidim ra baaki clear gara,code,,,,,,
V3R-9b99d6e509f7,check shift once before posting — context unclear,shift,,,,,,
V3R-9bd35a5f691d,bholi samma bholi baaki clear garnu,bholi,,,,,,
V3R-9c7ef73b10bb,check filter once before posting — context unclear,filter,,,,,,
V3R-9cb2fee064ed,Do not mutate protected token URL-https://example.test/eval/v3-R096 inside the posting draft case 96 (synthetic url token),URL-https://example.test/eval/v3-R096,,,,,,
V3R-9cdfec494900,Please update the calendar field in the English settings panel,calendar,,,,,,
V3R-9cf5ec17fd45,alignment challenge 48: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-9e4b071ea3fc,Do not mutate protected token PAN-A1B2C3D4E5-R080 inside the posting draft case 80 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R080,,,,,,
V3R-9e868c69144a,Do not mutate protected token MOB-9800000001-R081 inside the posting draft case 81 (synthetic mobile token),MOB-9800000001-R081,,,,,,
V3R-9eff60232502,Do not mutate protected token ACC-SYN-100200-R002 inside the posting draft case 2 (synthetic account token),ACC-SYN-100200-R002,,,,,,
V3R-9f35f8e98bdd,please cheque update gardinu,cheque,,,,,,
V3R-9fe082be0571,branch ledger: adjustment entry ra pachi baaki milaaune,pachi,,,,,,
V3R-9fe11b1ce762,aaja memo ko hisab milaaidim ra baaki clear gara,memo,,,,,,
V3R-a004ce5160d5,bholi samma thulo baaki clear garnu,thulo,,,,,,
V3R-a07f0eb62ddf,grahak le dekhau bare sodheko cha,dekhau,,,,,,
V3R-a0ab265946c2,Please update the status field in the English settings panel,status,,,,,,
V3R-a0ac590a0fbf,Please update the term field in the English settings panel,term,,,,,,
V3R-a105d6ff7221,yo baaki last week ko ho,baaki,,,,,,
V3R-a1093357453d,branch ledger: cancel entry ra tara baaki milaaune,cancel,,,,,,
V3R-a123a31a8ac5,yo maal last week ko ho,maal,,,,,,
V3R-a1311d96f9ef,aaja schedule ko hisab milaaidim ra baaki clear gara,schedule,,,,,,
V3R-a1dac34b2ab5,bholi samma thyo baaki clear garnu,thyo,,,,,,
V3R-a227565eaf0b,Customer Rajesh Karki paid by bank transfer yesterday (name case 56),Rajesh,,,,,,
V3R-a234baa91929,aaja card ko hisab milaaidim ra baaki clear gara,card,,,,,,
V3R-a238fe5c78ae,yo kehi last week ko ho,kehi,,,,,,
V3R-a2392ba1b297,check rate once before posting — context unclear,rate,,,,,,
V3R-a2b50403c427,check choice once before posting — context unclear,choice,,,,,,
V3R-a304863f32bf,Please open the prepaid module and export the report,prepaid,,,,,,
V3R-a35f84af4f25,aba ra paisa mismatch bhayo,aba,,,,,,
V3R-a371607637ea,Please update the page field in the English settings panel,page,,,,,,
V3R-a38e422b255c,please saman update gardinu,saman,,,,,,
V3R-a3d47fae8d1d,aaja bag ko hisab milaaidim ra baaki clear gara,bag,,,,,,
V3R-a40af9fe5576,Sync failed for settlement queue — retry after backup,settlement,,,,,,
V3R-a42890257254,check row once before posting — context unclear,row,,,,,,
V3R-a4351a03dcdf,malik ji thulo report pathaunuhos,thulo,,,,,,
V3R-a45a42813f35,maybe form means English UI or Romanized Nepali — reviewer must decide (case 7),form,,,,,,
V3R-a45ab7d85719,Please update the field field in the English settings panel,field,,,,,,
V3R-a4a8bf3c08f8,grahak le pachi bare sodheko cha,pachi,,,,,,
V3R-a4e04cf46c4d,Enter TDS code in the tax panel without Devanagari rewrite (acr case 32),TDS,,,,,,
V3R-a52a95f903d1,alignment challenge 29: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-a60cc4451fab,alignment challenge 27: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-a613ea8702f4,malik ji bonus report pathaunuhos,bonus,,,,,,
V3R-a64c335c76d0,please sabai update gardinu,sabai,,,,,,
V3R-a685cb280db2,check info once before posting — context unclear,info,,,,,,
V3R-a6a985f013d1,check scan once before posting — context unclear,scan,,,,,,
V3R-a6e368f6f23d,Do not mutate protected token IMEI-356938035643809-R088 inside the posting draft case 88 (synthetic device id),IMEI-356938035643809-R088,,,,,,
V3R-a6e912ad3672,Keep batch as Latin identity for the ERP toolbar label,batch,,,,,,
V3R-a6fdd53373e7,Create a draft pending and leave it unposted,pending,,,,,,
V3R-a74c0e24dcfe,aaja base ko hisab milaaidim ra baaki clear gara,base,,,,,,
V3R-a7a9626dea0f,check option once before posting — context unclear,option,,,,,,
V3R-a7b601d37158,The template status must remain pending until confirm,template,,,,,,
V3R-a81358cada5e,check value once before posting — context unclear,value,,,,,,
V3R-a82d6c8b816a,aaja aru hisab milaaidim please,aru,,,,,,
V3R-a8b90c820ca0,maybe file means English UI or Romanized Nepali — reviewer must decide (case 9),file,,,,,,
V3R-a8dd4cf9c46a,pathau ra paisa mismatch bhayo,pathau,,,,,,
V3R-a8ff2eb1c728,malik ji gayo report pathaunuhos,gayo,,,,,,
V3R-a9374f2fdb87,The receivable status must remain pending until confirm,receivable,,,,,,
V3R-a94b562dc47b,check mark once before posting — context unclear,mark,,,,,,
V3R-a970b588bda9,Accounting staff asked about customer settings in Ask MokXya,customer,,,,,,
V3R-aa044b545666,Keep headquarters as Latin identity for the ERP toolbar label,headquarters,,,,,,
V3R-aa78aa71fcf3,branch ledger: backup entry ra naramro baaki milaaune,naramro,,,,,,
V3R-aaa6f960a8d2,aaja line ko hisab milaaidim ra baaki clear gara,line,,,,,,
V3R-aada51074ac1,bholi samma staff baaki clear garnu,staff,,,,,,
V3R-ab5bc7ba3f36,The transport status must remain pending until confirm,transport,,,,,,
V3R-ab8a65d8c598,malik ji yasari report pathaunuhos,yasari,,,,,,
V3R-aba06ca7253a,aaja filter ko hisab milaaidim ra baaki clear gara,filter,,,,,,
V3R-abc2e0368b1f,aaja group ko hisab milaaidim ra baaki clear gara,group,,,,,,
V3R-ac2376ee3307,Enter GRN code in the tax panel without Devanagari rewrite (acr case 15),GRN,,,,,,
V3R-ac4ed2fd1e2c,yo bhada last week ko ho,bhada,,,,,,
V3R-ac5cdcfd7fa4,aaja cash ko hisab milaaidim ra baaki clear gara,cash,,,,,,
V3R-ac78d00ef89f,Customer Sunita Magar paid by bank transfer yesterday (name case 7),Sunita,,,,,,
V3R-ac9e9fc3f0c6,branch ledger: vendor entry ra cha baaki milaaune,vendor,,,,,,
V3R-acb36654e1e8,Do not mutate protected token URL-https://example.test/eval/v3-R026 inside the posting draft case 26 (synthetic url token),URL-https://example.test/eval/v3-R026,,,,,,
V3R-ace3ac3f7bdd,Create a draft payroll and leave it unposted,payroll,,,,,,
V3R-ad0aa77bb76e,Do not mutate protected token EMAIL-user.syn@example.test-R005 inside the posting draft case 5 (synthetic email token),EMAIL-user.syn@example.test-R005,,,,,,
V3R-ad153718bcd2,Please update the tag field in the English settings panel,tag,,,,,,
V3R-ad6234de5c91,aaja folder ko hisab milaaidim ra baaki clear gara,folder,,,,,,
V3R-ad86457ba2c1,aaja entry ko hisab milaaidim ra baaki clear gara,entry,,,,,,
V3R-ade396df2cc4,maybe return means English UI or Romanized Nepali — reviewer must decide (case 17),return,,,,,,
V3R-ae352978e1bd,Filter by debit then print the ledger summary,debit,,,,,,
V3R-ae4eeaec6257,review shared surface agreement in mixed shop note before close,agreement,,,,,,
V3R-ae5e443b7b76,Customer Kabita Limbu paid by bank transfer yesterday (name case 11),Kabita,,,,,,
V3R-aeaabf921486,basnu ra paisa mismatch bhayo,basnu,,,,,,
V3R-aed74a6ba91c,Please update the value field in the English settings panel,value,,,,,,
V3R-aee82baaee92,Sync failed for username queue — retry after backup,username,,,,,,
V3R-afb76f446db6,Do not mutate protected token PAN-A1B2C3D4E5-R010 inside the posting draft case 10 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R010,,,,,,
V3R-afde039514e1,aaja class ko hisab milaaidim ra baaki clear gara,class,,,,,,
V3R-b054870d4c14,Do not mutate protected token TXN-SYN-778899-R024 inside the posting draft case 24 (synthetic transaction token),TXN-SYN-778899-R024,,,,,,
V3R-b0a144585373,aaja seal ko hisab milaaidim ra baaki clear gara,seal,,,,,,
V3R-b0cfc7b06c1f,branch ledger: reject entry ra yasari baaki milaaune,reject,,,,,,
V3R-b0e0965ee001,Do not mutate protected token PAN-A1B2C3D4E5-R020 inside the posting draft case 20 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R020,,,,,,
V3R-b0e098b6bea0,maybe set means English UI or Romanized Nepali — reviewer must decide (case 23),set,,,,,,
V3R-b101f08058c4,Do not mutate protected token SERIAL-SN-V3-0001-R029 inside the posting draft case 29 (synthetic serial),SERIAL-SN-V3-0001-R029,,,,,,
V3R-b11b555487ad,Customer Puja Acharya paid by bank transfer yesterday (name case 17),Puja,,,,,,
V3R-b11e874f95e3,Create a draft accrual and leave it unposted,accrual,,,,,,
V3R-b161b92765aa,Do not mutate protected token TXN-SYN-778899-R064 inside the posting draft case 64 (synthetic transaction token),TXN-SYN-778899-R064,,,,,,
V3R-b20d118f70d1,Customer Prakash Adhikari paid by bank transfer yesterday (name case 8),Prakash,,,,,,
V3R-b258830ee927,review shared surface serial in mixed shop note before close,serial,,,,,,
V3R-b26f9dc118ad,check print once before posting — context unclear,print,,,,,,
V3R-b2b66106ad60,Please update the stock field in the English settings panel,stock,,,,,,
V3R-b3227a57ec35,check memo once before posting — context unclear,memo,,,,,,
V3R-b364e824e21a,check slip once before posting — context unclear,slip,,,,,,
V3R-b368159c9ecd,Do not mutate protected token MOB-9800000001-R041 inside the posting draft case 41 (synthetic mobile token),MOB-9800000001-R041,,,,,,
V3R-b369b1b07c4e,Accounting staff asked about barcode settings in Ask MokXya,barcode,,,,,,
V3R-b3830592fbd0,Customer Anita Gurung paid by bank transfer yesterday (name case 55),Anita,,,,,,
V3R-b3df997a98cc,Please update the access field in the English settings panel,access,,,,,,
V3R-b420facfc0ee,Customer Gita Sharma paid by bank transfer yesterday (name case 28),Gita,,,,,,
V3R-b4713154dba5,Accounting staff asked about quarter settings in Ask MokXya,quarter,,,,,,
V3R-b561262f2351,aaja kati hisab milaaidim please,kati,,,,,,
V3R-b569f891bd42,alignment challenge 17: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-b5cd852aa7c7,maybe page means English UI or Romanized Nepali — reviewer must decide (case 31),page,,,,,,
V3R-b5e4d787f6a7,please aile update gardinu,aile,,,,,,
V3R-b625af4e970e,maybe note means English UI or Romanized Nepali — reviewer must decide (case 6),note,,,,,,
V3R-b64fad364354,Please update the file field in the English settings panel,file,,,,,,
V3R-b6649b0d8268,jabaj ra paisa mismatch bhayo,jabaj,,,,,,
V3R-b6bbad0a04ae,Do not mutate protected token INV-SYN-9001-R073 inside the posting draft case 73 (synthetic invoice token),INV-SYN-9001-R073,,,,,,
V3R-b6c4b964f731,aaja credit ko hisab milaaidim ra baaki clear gara,credit,,,,,,
V3R-b6f890c19e1b,aaja graph ko hisab milaaidim ra baaki clear gara,graph,,,,,,
V3R-b70ed12a445e,Do not mutate protected token MOB-9800000001-R061 inside the posting draft case 61 (synthetic mobile token),MOB-9800000001-R061,,,,,,
V3R-b738d6c46433,bholi samma kahile baaki clear garnu,kahile,,,,,,
V3R-b741358a7c2b,Keep currency as Latin identity for the ERP toolbar label,currency,,,,,,
V3R-b76a1b901c5b,Do not mutate protected token EMAIL-user.syn@example.test-R025 inside the posting draft case 25 (synthetic email token),EMAIL-user.syn@example.test-R025,,,,,,
V3R-b76af3490b9c,branch ledger: settings entry ra thorai baaki milaaune,thorai,,,,,,
V3R-b780171bab70,branch ledger: supplier entry ra bujhe baaki milaaune,supplier,,,,,,
V3R-b7a80186b702,please tireko update gardinu,tireko,,,,,,
V3R-b8adb311e4ab,Enter SAC code in the tax panel without Devanagari rewrite (acr case 5),SAC,,,,,,
V3R-b8c213116ab6,Please update the bag field in the English settings panel,bag,,,,,,
V3R-b946ec28826d,aaja bijuli hisab milaaidim please,bijuli,,,,,,
V3R-b951668e27dc,check return once before posting — context unclear,return,,,,,,
V3R-b980eebb7061,aaja limit ko hisab milaaidim ra baaki clear gara,limit,,,,,,
V3R-ba2c10c96987,Enter VAT code in the tax panel without Devanagari rewrite (acr case 1),VAT,,,,,,
V3R-bad5ecbf2b9e,branch ledger: purchase entry ra garaidim baaki milaaune,purchase,,,,,,
V3R-bb5799ebdc94,Please update the path field in the English settings panel,path,,,,,,
V3R-bb8e9495c5ef,The bonus status must remain pending until confirm,bonus,,,,,,
V3R-bbd2104fad3c,aaja list ko hisab milaaidim ra baaki clear gara,list,,,,,,
V3R-bc10087e0ad6,Please update the share field in the English settings panel,share,,,,,,
V3R-bc2d0fb59653,maybe mail means English UI or Romanized Nepali — reviewer must decide (case 20),mail,,,,,,
V3R-bc3295b7ce8f,aaja minute ko hisab milaaidim ra baaki clear gara,minute,,,,,,
V3R-bc4ce62e5143,check rule once before posting — context unclear,rule,,,,,,
V3R-bc76470f6c44,aaja file ko hisab milaaidim ra baaki clear gara,file,,,,,,
V3R-bcafe89bf032,branch ledger: salary entry ra udharo baaki milaaune,salary,,,,,,
V3R-bcb9ecd26672,check charge once before posting — context unclear,charge,,,,,,
V3R-bcdd8d0a8d80,Customer Nisha Tamang paid by bank transfer yesterday (name case 46),Nisha,,,,,,
V3R-bd139d8100a5,Customer Nabin Poudel paid by bank transfer yesterday (name case 12),Nabin,,,,,,
V3R-bd3a45df1e7b,check flag once before posting — context unclear,flag,,,,,,
V3R-be5b6558403e,Do not mutate protected token EMAIL-user.syn@example.test-R015 inside the posting draft case 15 (synthetic email token),EMAIL-user.syn@example.test-R015,,,,,,
V3R-be897c80d7b9,hajurko ra paisa mismatch bhayo,hajurko,,,,,,
V3R-be8d3037e344,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R027 inside the posting draft case 27 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R027,,,,,,
V3R-bf5c81ea7e4a,please dherai update gardinu,dherai,,,,,,
V3R-bf7c5baff8ce,aaja passbook ko hisab milaaidim ra baaki clear gara,passbook,,,,,,
V3R-bfce3fb4113a,malik ji thyo report pathaunuhos,thyo,,,,,,
V3R-bfde996e02b5,diesel ra paisa mismatch bhayo,diesel,,,,,,
V3R-bfe0f7d98fe9,maybe line means English UI or Romanized Nepali — reviewer must decide (case 32),line,,,,,,
V3R-c0215b3b89d0,alignment challenge 43: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-c08aec13b785,The reconcile status must remain pending until confirm,reconcile,,,,,,
V3R-c0bac20a1b93,Enter DC code in the tax panel without Devanagari rewrite (acr case 16),DC,,,,,,
V3R-c0bf7e29a3bb,aaja shift ko hisab milaaidim ra baaki clear gara,shift,,,,,,
V3R-c0df7eaa38f1,maybe draft means English UI or Romanized Nepali — reviewer must decide (case 18),draft,,,,,,
V3R-c1963ed5ff6b,grahak le kharcha bare sodheko cha,kharcha,,,,,,
V3R-c198dfe0c09f,malik ji rakha report pathaunuhos,rakha,,,,,,
V3R-c25a93862fe2,Do not mutate protected token TXN-SYN-778899-R074 inside the posting draft case 74 (synthetic transaction token),TXN-SYN-778899-R074,,,,,,
V3R-c2decd7de301,check clause once before posting — context unclear,clause,,,,,,
V3R-c2f4c5a0c1b5,aaja permission ko hisab milaaidim ra baaki clear gara,permission,,,,,,
V3R-c3386ceae32a,maybe sign means English UI or Romanized Nepali — reviewer must decide (case 26),sign,,,,,,
V3R-c35850593a47,Do not transliterate the word sync in this English sentence,sync,,,,,,
V3R-c39f94b3f25a,check cell once before posting — context unclear,cell,,,,,,
V3R-c3d06990d8ab,The commission status must remain pending until confirm,commission,,,,,,
V3R-c4b21b4dff58,Please open the bank module and export the report,bank,,,,,,
V3R-c4b7d5ce3963,malik ji dokaan report pathaunuhos,dokaan,,,,,,
V3R-c4c278cd587e,Enter SO code in the tax panel without Devanagari rewrite (acr case 44),SO,,,,,,
V3R-c5595b50efc9,alignment challenge 44: keep surface [kharcha baaki] intact (nbsp),kharcha baaki,,,,,,
V3R-c5721fc1e2f8,alignment challenge 13: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-c57dec278a8c,check book once before posting — context unclear,book,,,,,,
V3R-c5b9c20a1564,Enter PO code in the tax panel without Devanagari rewrite (acr case 43),PO,,,,,,
V3R-c69103f8ba9a,aaja type ko hisab milaaidim ra baaki clear gara,type,,,,,,
V3R-c6c105e77cf7,hijo ko suna entry check gara,suna,,,,,,
V3R-c6ebd45ce683,Enter FY code in the tax panel without Devanagari rewrite (acr case 37),FY,,,,,,
V3R-c7179cb81589,review shared surface pan in mixed shop note before close,pan,,,,,,
V3R-c73e2171e617,Do not mutate protected token URL-https://example.test/eval/v3-R066 inside the posting draft case 66 (synthetic url token),URL-https://example.test/eval/v3-R066,,,,,,
V3R-c7430afda422,grahak le kaha bare sodheko cha,kaha,,,,,,
V3R-c7838eb285bf,aaja hunxa hisab milaaidim please,hunxa,,,,,,
V3R-c7d15b8cdda0,branch ledger: inventory entry ra gara baaki milaaune,gara,,,,,,
V3R-c9211b941fb5,Accounting staff asked about cashflow settings in Ask MokXya,cashflow,,,,,,
V3R-c926089e17db,Please open the opening module and export the report,opening,,,,,,
V3R-c93e01158a0a,branch ledger: branch entry ra hunxa baaki milaaune,branch,,,,,,
V3R-c9a5c8281c5c,Filter by quantity then print the ledger summary,quantity,,,,,,
V3R-c9b7c7e55b78,maybe debit means English UI or Romanized Nepali — reviewer must decide (case 15),debit,,,,,,
V3R-c9f1b5fb42ed,check upload once before posting — context unclear,upload,,,,,,
V3R-c9fa477e28c6,check link once before posting — context unclear,link,,,,,,
V3R-ca7edffcdef6,Please update the print field in the English settings panel,print,,,,,,
V3R-cab5aa947182,aaja gate ko hisab milaaidim ra baaki clear gara,gate,,,,,,
V3R-cb03ae86960f,Customer Sita Devi paid by bank transfer yesterday (name case 26),Sita,,,,,,
V3R-cb06cc56da43,Create a draft balance and leave it unposted,balance,,,,,,
V3R-cb36f124be18,aaja hamro hisab milaaidim please,hamro,,,,,,
V3R-cb3e26e97c9f,alignment challenge 1: keep surface [ñepali] intact (combining tilde),ñepali,,,,,,
V3R-cb6b95bfb526,Please update the spread field in the English settings panel,spread,,,,,,
V3R-cb78c130e381,Create a draft discount and leave it unposted,discount,,,,,,
V3R-cb90dd7216c9,Keep cancel as Latin identity for the ERP toolbar label,cancel,,,,,,
V3R-cbc72e288bd7,aayo ra paisa mismatch bhayo,aayo,,,,,,
V3R-cbcdf9361992,Please update the seal field in the English settings panel,seal,,,,,,
V3R-cc6f56a97473,hijo ko hijo entry check gara,hijo,,,,,,
V3R-cc9ff78a54e5,Please update the gate field in the English settings panel,gate,,,,,,
V3R-ccb3711e4203,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,,,,,,
V3R-ccfd13d70a84,aaja download ko hisab milaaidim ra baaki clear gara,download,,,,,,
V3R-cd195004c7f3,Customer Kiran Joshi paid by bank transfer yesterday (name case 39),Kiran,,,,,,
V3R-cd34e2a9b1c1,Do not mutate protected token PAN-A1B2C3D4E5-R070 inside the posting draft case 70 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R070,,,,,,
V3R-cdcc1db41201,branch ledger: monthly entry ra hajurko baaki milaaune,hajurko,,,,,,
V3R-ce12544d23a6,Customer Ram Bahadur paid by bank transfer yesterday (name case 0),Ram,,,,,,
V3R-ce4eeafa45ce,hijo ko kamdar entry check gara,kamdar,,,,,,
V3R-ce55ccaedadb,Please update the batch field in the English settings panel,batch,,,,,,
V3R-ce57f38e31f5,Create a draft amount and leave it unposted,amount,,,,,,
V3R-ce81ae99edd8,bholi samma thik baaki clear garnu,thik,,,,,,
V3R-ceeab398c38c,Please update the ratecard field in the English settings panel,ratecard,,,,,,
V3R-cf23fc543c8a,aaja access ko hisab milaaidim ra baaki clear gara,access,,,,,,
V3R-cf2bfb7c7f35,aaja value ko hisab milaaidim ra baaki clear gara,value,,,,,,
V3R-cf5c709b0814,The closing status must remain pending until confirm,closing,,,,,,
V3R-cf620f87e986,bholi samma padheko baaki clear garnu,padheko,,,,,,
V3R-cf791bd76a88,aaja dinchu hisab milaaidim please,dinchu,,,,,,
V3R-cf9931b0bbb1,maybe rate means English UI or Romanized Nepali — reviewer must decide (case 2),rate,,,,,,
V3R-cfa1a6794973,branch ledger: loss entry ra kinyo baaki milaaune,loss,,,,,,
V3R-cfbec10d515e,check state once before posting — context unclear,state,,,,,,
V3R-cfc35fbb086d,Do not transliterate the word transfer in this English sentence,transfer,,,,,,
V3R-cff2d4a92e3e,aaja udharo hisab milaaidim please,udharo,,,,,,
V3R-cfff70df5b99,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,,,,,,
V3R-d0590d2d8c1a,Customer Nisha Tamang paid by bank transfer yesterday (name case 21),Nisha,,,,,,
V3R-d0e1c67007c8,bholi samma bujhe baaki clear garnu,bujhe,,,,,,
V3R-d0fde32a9620,Do not mutate protected token INV-SYN-9001-R083 inside the posting draft case 83 (synthetic invoice token),INV-SYN-9001-R083,,,,,,
V3R-d14d7c6381c5,review shared surface license in mixed shop note before close,license,,,,,,
V3R-d16e740bab15,branch ledger: pending entry ra tyasari baaki milaaune,tyasari,,,,,,
V3R-d188dadc24ca,Do not mutate protected token IMEI-356938035643809-R068 inside the posting draft case 68 (synthetic device id),IMEI-356938035643809-R068,,,,,,
V3R-d1a224562557,Please update the line field in the English settings panel,line,,,,,,
V3R-d1ce15887723,alignment challenge 42: keep surface [﻿opening] intact (BOM prefix),﻿opening,,,,,,
V3R-d1d4b970f590,Please update the folder field in the English settings panel,folder,,,,,,
V3R-d1f2ad8dbd21,branch ledger: tax entry ra kharcha baaki milaaune,kharcha,,,,,,
V3R-d2857f916b57,aaja query ko hisab milaaidim ra baaki clear gara,query,,,,,,
V3R-d2992c6c9d6e,Please open the configuration module and export the report,configuration,,,,,,
V3R-d2e11ecc9e59,aaja stock hisab milaaidim please,stock,,,,,,
V3R-d302796c674f,Filter by NPR then print the ledger summary,NPR,,,,,,
V3R-d3687ea8e5e4,branch ledger: receipt entry ra hijo baaki milaaune,hijo,,,,,,
V3R-d3821f89ed33,Please update the label field in the English settings panel,label,,,,,,
V3R-d3a1a99f20f5,Please open the salary module and export the report,salary,,,,,,
V3R-d40077defb8c,bholi samma beluka baaki clear garnu,beluka,,,,,,
V3R-d427040654ea,Customer Bimala Neupane paid by bank transfer yesterday (name case 48),Bimala,,,,,,
V3R-d4d08fab922d,Please update the lock field in the English settings panel,lock,,,,,,
V3R-d4d8ab633429,check root once before posting — context unclear,root,,,,,,
V3R-d4e87d016791,Please update the limit field in the English settings panel,limit,,,,,,
V3R-d5ad36eed823,check base once before posting — context unclear,base,,,,,,
V3R-d61ef89e4c59,Enter ROI code in the tax panel without Devanagari rewrite (acr case 21),ROI,,,,,,
V3R-d67b5763294d,Please update the cap field in the English settings panel,cap,,,,,,
V3R-d686f08ceee0,aaja hoina hisab milaaidim please,hoina,,,,,,
V3R-d6b5fdbed016,aaja series ko hisab milaaidim ra baaki clear gara,series,,,,,,
V3R-d6fe2746becb,Customer Sagar Gautam paid by bank transfer yesterday (name case 49),Sagar,,,,,,
V3R-d711ff0af990,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R057 inside the posting draft case 57 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R057,,,,,,
V3R-d71b51a8e484,alignment challenge 38: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-d72c2f45dcc9,Please update the token field in the English settings panel,token,,,,,,
V3R-d73d05f11c6f,bholi samma dinchu baaki clear garnu,dinchu,,,,,,
V3R-d75e50d50779,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R007 inside the posting draft case 7 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R007,,,,,,
V3R-d7a9f79da0b4,Accounting staff asked about inventory settings in Ask MokXya,inventory,,,,,,
V3R-d7d3aedea02a,grahak le kinabhane bare sodheko cha,kinabhane,,,,,,
V3R-d7d4f68675d6,Please update the memo field in the English settings panel,memo,,,,,,
V3R-d81b804e284e,Keep annual as Latin identity for the ERP toolbar label,annual,,,,,,
