review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-8d732783212e,aaja error ko hisab milaaidim ra baaki clear gara,error,,,,,,
V3R-8d73350890da,check match once before posting — context unclear,match,,,,,,
V3R-8dc836b1b1b9,please hunxa update gardinu,hunxa,,,,,,
V3R-8e59d6e746ec,check seal once before posting — context unclear,seal,,,,,,
V3R-8e64d29d1d4f,aaja schedule ko hisab milaaidim ra baaki clear gara,schedule,,,,,,
V3R-8ec0781f5bd7,grahak le aayo bare sodheko cha,aayo,,,,,,
V3R-8edda480cf73,check label once before posting — context unclear,label,,,,,,
V3R-8f697164ad86,bholi samma mero baaki clear garnu,mero,,,,,,
V3R-8f9847f662f1,maybe bill means English UI or Romanized Nepali — reviewer must decide (case 1),bill,,,,,,
V3R-8fd36581bf2a,Sync failed for username queue — retry after backup,username,,,,,,
V3R-8fd76ffa20e7,hijo ko thaha entry check gara,thaha,,,,,,
V3R-9004fe41897b,Keep restore as Latin identity for the ERP toolbar label,restore,,,,,,
V3R-9050a44cd4b6,aaja alert ko hisab milaaidim ra baaki clear gara,alert,,,,,,
V3R-907d365ef974,Please update the draft field in the English settings panel,draft,,,,,,
V3R-90c7e841e273,yo paisa last week ko ho,paisa,,,,,,
V3R-90fb1212b4cf,Filter by contractor then print the ledger summary,contractor,,,,,,
V3R-9138e1e70354,Please open the ewaybill module and export the report,ewaybill,,,,,,
V3R-9161d1792ce7,alignment challenge 29: keep surface [㎡] intact (square metre symbol),㎡,,,,,,
V3R-9162aba88c76,Do not mutate protected token INV-SYN-9001-R013 inside the posting draft case 13 (synthetic invoice token),INV-SYN-9001-R013,,,,,,
V3R-916466d20b33,grahak le raati bare sodheko cha,raati,,,,,,
V3R-916bd35d673e,check list once before posting — context unclear,list,,,,,,
V3R-9190f19931c2,maybe token means English UI or Romanized Nepali — reviewer must decide (case 39),token,,,,,,
V3R-91b760ca962c,aba ra paisa mismatch bhayo,aba,,,,,,
V3R-922dce4e3283,branch ledger: dashboard entry ra basnu baaki milaaune,basnu,,,,,,
V3R-925694059d59,check alert once before posting — context unclear,alert,,,,,,
V3R-9297e66535fe,aaja right ko hisab milaaidim ra baaki clear gara,right,,,,,,
V3R-92a4786dfb44,grahak le kharcha bare sodheko cha,kharcha,,,,,,
V3R-92a9797a7609,aaja check ko hisab milaaidim ra baaki clear gara,check,,,,,,
V3R-92ce6f633de3,maybe form means English UI or Romanized Nepali — reviewer must decide (case 7),form,,,,,,
V3R-92dd1665c32d,Please update the sheet field in the English settings panel,sheet,,,,,,
V3R-92f64e768ec9,aaja rupiya hisab milaaidim please,rupiya,,,,,,
V3R-92fd845e496e,branch ledger: customer entry ra thaha baaki milaaune,thaha,,,,,,
V3R-9396fc9e954d,maybe check means English UI or Romanized Nepali — reviewer must decide (case 19),check,,,,,,
V3R-93c4b68c769b,Customer Kiran Joshi paid by bank transfer yesterday (name case 39),Kiran,,,,,,
V3R-94ada553b7e2,aaja token ko hisab milaaidim ra baaki clear gara,token,,,,,,
V3R-94f44b13582c,Enter Q1 code in the tax panel without Devanagari rewrite (acr case 38),Q1,,,,,,
V3R-94fb1622432d,check card once before posting — context unclear,card,,,,,,
V3R-94fe0a37fac3,Enter TCS code in the tax panel without Devanagari rewrite (acr case 3),TCS,,,,,,
V3R-953c2871770a,check link once before posting — context unclear,link,,,,,,
V3R-9568dfe5c9d3,branch ledger: username entry ra dherai baaki milaaune,username,,,,,,
V3R-9579e8043064,review shared surface voucher in mixed shop note before close,voucher,,,,,,
V3R-95a1d01df9e0,aaja box ko hisab milaaidim ra baaki clear gara,box,,,,,,
V3R-95ae4aa5cc7c,branch ledger: loss entry ra kinyo baaki milaaune,loss,,,,,,
V3R-95e7e1ea3b48,hijo ko order entry check gara,order,,,,,,
V3R-961d283361fb,Do not mutate protected token URL-https://example.test/eval/v3-R036 inside the posting draft case 36 (synthetic url token),URL-https://example.test/eval/v3-R036,,,,,,
V3R-96299011e574,Enter SAC code in the tax panel without Devanagari rewrite (acr case 5),SAC,,,,,,
V3R-96a09091305c,Do not mutate protected token TXN-SYN-778899-R074 inside the posting draft case 74 (synthetic transaction token),TXN-SYN-778899-R074,,,,,,
V3R-96a75ebe8bf0,check calendar once before posting — context unclear,calendar,,,,,,
V3R-96bae54149e5,aaja bag ko hisab milaaidim ra baaki clear gara,bag,,,,,,
V3R-9730847fa3ba,check stock once before posting — context unclear,stock,,,,,,
V3R-9778ceee1eb7,aaja access ko hisab milaaidim ra baaki clear gara,access,,,,,,
V3R-9875521ab68d,please barsa update gardinu,barsa,,,,,,
V3R-99cf06d45a00,Please update the rate field in the English settings panel,rate,,,,,,
V3R-99dd0710f4a9,check page once before posting — context unclear,page,,,,,,
V3R-99f350b07e3a,grahak le dekhau bare sodheko cha,dekhau,,,,,,
V3R-9a1228bab222,Create a draft pending and leave it unposted,pending,,,,,,
V3R-9a540bcf072b,Please update the key field in the English settings panel,key,,,,,,
V3R-9a9cb6c3a180,Please update the scan field in the English settings panel,scan,,,,,,
V3R-9b3633e52a4c,branch ledger: weekly entry ra malai baaki milaaune,weekly,,,,,,
V3R-9b37972bb778,Please update the folder field in the English settings panel,folder,,,,,,
V3R-9b8caee03c00,Enter AP code in the tax panel without Devanagari rewrite (acr case 24),AP,,,,,,
V3R-9bc5d55605e4,hijo ko thiyo entry check gara,thiyo,,,,,,
V3R-9bcb2d50a194,Customer Sunita Magar paid by bank transfer yesterday (name case 57),Sunita,,,,,,
V3R-9c08d9c21e15,yo bhada last week ko ho,bhada,,,,,,
V3R-9ca07a619f05,alignment challenge 15: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-9cbcabf1afef,Create a draft challan and leave it unposted,challan,,,,,,
V3R-9cd3c56dfde7,branch ledger: expense entry ra khata baaki milaaune,khata,,,,,,
V3R-9cfc93856b80,Please update the hit field in the English settings panel,hit,,,,,,
V3R-9d2e759c7354,maybe key means English UI or Romanized Nepali — reviewer must decide (case 35),key,,,,,,
V3R-9d332a5e28a1,bholi samma bholi baaki clear garnu,bholi,,,,,,
V3R-9d37eb95a6c6,alignment challenge 5: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-9d3ba1a878ff,Enter GL code in the tax panel without Devanagari rewrite (acr case 26),GL,,,,,,
V3R-9d66aebf9af8,grahak le pachi bare sodheko cha,pachi,,,,,,
V3R-9dac2368d7a3,Do not mutate protected token IMEI-356938035643809-R098 inside the posting draft case 98 (synthetic device id),IMEI-356938035643809-R098,,,,,,
V3R-9db3aa922ae5,branch ledger: invoice entry ra aaja baaki milaaune,invoice,,,,,,
V3R-9df638081c3a,malik ji pugcha report pathaunuhos,pugcha,,,,,,
V3R-9e0093421d98,aaja upload ko hisab milaaidim ra baaki clear gara,upload,,,,,,
V3R-9e3252256cb0,Customer Rajesh Karki paid by bank transfer yesterday (name case 56),Rajesh,,,,,,
V3R-9ea6b8f1f3d1,aaja edge ko hisab milaaidim ra baaki clear gara,edge,,,,,,
V3R-9ecf1a59d879,The quotation status must remain pending until confirm,quotation,,,,,,
V3R-9f54772261dd,Do not transliterate the word allowance in this English sentence,allowance,,,,,,
V3R-9faba4b53450,Please update the error field in the English settings panel,error,,,,,,
V3R-9fe3c687f241,check draft once before posting — context unclear,draft,,,,,,
V3R-9ff020297d7e,Please update the ratecard field in the English settings panel,ratecard,,,,,,
V3R-a005facaac46,check sheet once before posting — context unclear,sheet,,,,,,
V3R-a032d08c10f7,please noksan update gardinu,noksan,,,,,,
V3R-a03f523b084c,check cell once before posting — context unclear,cell,,,,,,
V3R-a055b42b0e74,Do not mutate protected token INV-SYN-9001-R083 inside the posting draft case 83 (synthetic invoice token),INV-SYN-9001-R083,,,,,,
V3R-a0a957c148e3,Filter by lot then print the ledger summary,lot,,,,,,
V3R-a0bc0c5d5f13,Customer Sita Devi paid by bank transfer yesterday (name case 26),Sita,,,,,,
V3R-a0f7c204c871,Please open the freight module and export the report,freight,,,,,,
V3R-a1897711e911,Please update the debit field in the English settings panel,debit,,,,,,
V3R-a1e7598b5b10,aaja file ko hisab milaaidim ra baaki clear gara,file,,,,,,
V3R-a215739d04f4,aaja bank hisab milaaidim please,bank,,,,,,
V3R-a22c2c6d4326,check bond once before posting — context unclear,bond,,,,,,
V3R-a2e6796b4e96,Enter SAC code in the tax panel without Devanagari rewrite (acr case 35),SAC,,,,,,
V3R-a31cdf46e8a4,Do not mutate protected token UUID-00000000-0000-4000-8000-000000000001-R037 inside the posting draft case 37 (synthetic uuid),UUID-00000000-0000-4000-8000-000000000001-R037,,,,,,
V3R-a32ef4949004,aaja rule ko hisab milaaidim ra baaki clear gara,rule,,,,,,
V3R-a36e80f5a1e5,Please update the mark field in the English settings panel,mark,,,,,,
V3R-a3afe29e162d,please gayo update gardinu,gayo,,,,,,
V3R-a3bff22e52bb,aaja root ko hisab milaaidim ra baaki clear gara,root,,,,,,
V3R-a455504699fe,Please open the fee module and export the report,fee,,,,,,
V3R-a49efa995682,aaja account ko hisab milaaidim ra baaki clear gara,account,,,,,,
V3R-a4be59608100,aaja filter ko hisab milaaidim ra baaki clear gara,filter,,,,,,
V3R-a4e6a70c24c6,aaja limit ko hisab milaaidim ra baaki clear gara,limit,,,,,,
V3R-a4f61501e65b,Keep unit as Latin identity for the ERP toolbar label,unit,,,,,,
V3R-a5250c12c211,yo suna last week ko ho,suna,,,,,,
V3R-a53fc948e1f8,Accounting staff asked about ledger settings in Ask MokXya,ledger,,,,,,
V3R-a56a0534b6ab,yo huncha last week ko ho,huncha,,,,,,
V3R-a56b31ee4ec3,grahak le nafa bare sodheko cha,nafa,,,,,,
V3R-a5e20397cfc9,Please update the condition field in the English settings panel,condition,,,,,,
V3R-a5e8118bce89,branch ledger: GST entry ra noksan baaki milaaune,GST,,,,,,
V3R-a61a57901b54,review shared surface imei in mixed shop note before close,imei,,,,,,
V3R-a63ffd49008a,Please update the token field in the English settings panel,token,,,,,,
V3R-a658fa5ed311,Sync failed for credit queue — retry after backup,credit,,,,,,
V3R-a65a99b47706,aaja menu ko hisab milaaidim ra baaki clear gara,menu,,,,,,
V3R-a6a6b7eca10f,The void status must remain pending until confirm,void,,,,,,
V3R-a6bb3016eded,byaj ra paisa mismatch bhayo,byaj,,,,,,
V3R-a6f553beee0f,Customer Manish Regmi paid by bank transfer yesterday (name case 43),Manish,,,,,,
V3R-a70ba90c7401,check mode once before posting — context unclear,mode,,,,,,
V3R-a7182b1817e8,branch ledger: bonus entry ra baaki baaki milaaune,baaki,,,,,,
V3R-a73f37a807c8,check group once before posting — context unclear,group,,,,,,
V3R-a75041a58157,branch ledger: opening entry ra bata baaki milaaune,opening,,,,,,
V3R-a86b3efc2b7a,Please update the slip field in the English settings panel,slip,,,,,,
V3R-a88cca4abc3e,branch ledger: confirm entry ra ani baaki milaaune,ani,,,,,,
V3R-a8986c1fa896,Please update the box field in the English settings panel,box,,,,,,
V3R-a8fe5f48fc47,please hamro update gardinu,hamro,,,,,,
V3R-a92abfa70e27,Sync failed for settlement queue — retry after backup,settlement,,,,,,
V3R-a9f4e1210bc0,malik ji lejhar report pathaunuhos,lejhar,,,,,,
V3R-aa2b83893bdb,branch ledger: backup entry ra naramro baaki milaaune,naramro,,,,,,
V3R-aa4933f83ab1,review shared surface premium in mixed shop note before close,premium,,,,,,
V3R-aab0b1201507,Do not transliterate the word sac in this English sentence,sac,,,,,,
V3R-aad46ef2d9ca,Do not mutate protected token MOB-9800000001-R051 inside the posting draft case 51 (synthetic mobile token),MOB-9800000001-R051,,,,,,
V3R-aaede4930952,maybe code means English UI or Romanized Nepali — reviewer must decide (case 34),code,,,,,,
V3R-ab04b9b00206,Customer Rajesh Karki paid by bank transfer yesterday (name case 31),Rajesh,,,,,,
V3R-ab28db25b446,check agenda once before posting — context unclear,agenda,,,,,,
V3R-ab2f1de24f45,Accounting staff asked about upi settings in Ask MokXya,upi,,,,,,
V3R-abfa4f928096,Accounting staff asked about quarter settings in Ask MokXya,quarter,,,,,,
V3R-ac1abfa7bf23,branch ledger: PAN entry ra nafa baaki milaaune,nafa,,,,,,
V3R-acfb5a283abb,Do not mutate protected token ACC-SYN-100200-R002 inside the posting draft case 2 (synthetic account token),ACC-SYN-100200-R002,,,,,,
V3R-ad0853ade82e,Filter by PAN then print the ledger summary,PAN,,,,,,
V3R-ad50eba506a7,branch ledger: income entry ra lejhar baaki milaaune,income,,,,,,
V3R-ad71d9565749,bhatta ra paisa mismatch bhayo,bhatta,,,,,,
V3R-adc2497d11dc,aaja class ko hisab milaaidim ra baaki clear gara,class,,,,,,
V3R-ade2285357f7,aaja form ko hisab milaaidim ra baaki clear gara,form,,,,,,
V3R-ae0e0d63ec36,Please update the type field in the English settings panel,type,,,,,,
V3R-ae22668ac45b,hijo ko kun entry check gara,kun,,,,,,
V3R-ae26a5fba68c,Customer Puja Acharya paid by bank transfer yesterday (name case 42),Puja,,,,,,
V3R-ae4e87a20456,aaja warranty ko hisab milaaidim ra baaki clear gara,warranty,,,,,,
V3R-ae4ea49571a8,Please update the result field in the English settings panel,result,,,,,,
V3R-ae980fd3be7c,aaja passbook ko hisab milaaidim ra baaki clear gara,passbook,,,,,,
V3R-aea14171ca20,please jaanu update gardinu,jaanu,,,,,,
V3R-af4f38c222de,aaja return ko hisab milaaidim ra baaki clear gara,return,,,,,,
V3R-af8d71eef6c9,Please update the limit field in the English settings panel,limit,,,,,,
V3R-af9d40c93739,check file once before posting — context unclear,file,,,,,,
V3R-afadae7b0dbc,maybe balance means English UI or Romanized Nepali — reviewer must decide (case 16),balance,,,,,,
V3R-afc9d82f5a99,alignment challenge 17: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-afeaa1e72c00,check entry once before posting — context unclear,entry,,,,,,
V3R-aff806aac4ab,alignment challenge 33: keep surface [a​aja] intact (zero-width space),a​aja,,,,,,
V3R-b016d1ab2671,sano ra paisa mismatch bhayo,sano,,,,,,
V3R-b04f8a81e0a6,bholi samma tara baaki clear garnu,tara,,,,,,
V3R-b0a1b3b129f5,Please update the info field in the English settings panel,info,,,,,,
V3R-b0c7c2dffd0f,Do not mutate protected token PAN-A1B2C3D4E5-R020 inside the posting draft case 20 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R020,,,,,,
V3R-b0f77faebd9d,grahak le thaha bare sodheko cha,thaha,,,,,,
V3R-b1068c594d43,Please update the charge field in the English settings panel,charge,,,,,,
V3R-b18c1616c795,Please update the lot field in the English settings panel,lot,,,,,,
V3R-b1e5793b24d3,Accounting staff asked about expense settings in Ask MokXya,expense,,,,,,
V3R-b21d72da50c6,Enter PAN code in the tax panel without Devanagari rewrite (acr case 30),PAN,,,,,,
V3R-b23511db3473,check floor once before posting — context unclear,floor,,,,,,
V3R-b25cd91aae46,Filter by refund then print the ledger summary,refund,,,,,,
V3R-b27287766255,maybe entry means English UI or Romanized Nepali — reviewer must decide (case 33),entry,,,,,,
V3R-b29a38b43ac2,aaja order ko hisab milaaidim ra baaki clear gara,order,,,,,,
V3R-b2bd34897845,Do not mutate protected token EMAIL-user.syn@example.test-R085 inside the posting draft case 85 (synthetic email token),EMAIL-user.syn@example.test-R085,,,,,,
V3R-b38b6f1bb041,Filter by debit then print the ledger summary,debit,,,,,,
V3R-b39cd80d39f7,Enter VAT code in the tax panel without Devanagari rewrite (acr case 31),VAT,,,,,,
V3R-b3b96dfc48e4,alignment challenge 8: keep surface [½] intact (vulgar fraction),½,,,,,,
V3R-b3f9970b7ff0,check result once before posting — context unclear,result,,,,,,
V3R-b41eb8a90521,aaja debit ko hisab milaaidim ra baaki clear gara,debit,,,,,,
V3R-b44279f911e8,aaja hamro hisab milaaidim please,hamro,,,,,,
V3R-b49211147935,Customer Anita Gurung paid by bank transfer yesterday (name case 55),Anita,,,,,,
V3R-b4e0008fa9d6,please bola update gardinu,bola,,,,,,
V3R-b4e71b05454f,grahak le kaha bare sodheko cha,kaha,,,,,,
V3R-b4f9959916bd,Enter NPR code in the tax panel without Devanagari rewrite (acr case 6),NPR,,,,,,
V3R-b50cf134cf53,diesel ra paisa mismatch bhayo,diesel,,,,,,
V3R-b54024625e86,Please update the stamp field in the English settings panel,stamp,,,,,,
V3R-b5cb356dc7e7,Do not mutate protected token PAN-A1B2C3D4E5-R000 inside the posting draft case 0 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R000,,,,,,
V3R-b5e5428b9151,alignment challenge 45: keep surface [“hisab”] intact (smart quotes),“hisab”,,,,,,
V3R-b644d7ba1c1a,branch ledger: payroll entry ra byaj baaki milaaune,byaj,,,,,,
V3R-b65ed2c96f46,Do not mutate protected token IMEI-356938035643809-R038 inside the posting draft case 38 (synthetic device id),IMEI-356938035643809-R038,,,,,,
V3R-b678abd041cd,yo bechyo last week ko ho,bechyo,,,,,,
V3R-b6d58b386a12,Please update the note field in the English settings panel,note,,,,,,
V3R-b70c1b5c6bd1,check charge once before posting — context unclear,charge,,,,,,
V3R-b7321c8f4204,Please open the configuration module and export the report,configuration,,,,,,
V3R-b75f8702506a,review shared surface batchno in mixed shop note before close,batchno,,,,,,
V3R-b78632daaa9a,Please update the balance field in the English settings panel,balance,,,,,,
V3R-b7aa85bce9c8,Please update the card field in the English settings panel,card,,,,,,
V3R-b7fd7bf93856,Please open the posted module and export the report,posted,,,,,,
V3R-b84025f2e980,aaja mail ko hisab milaaidim ra baaki clear gara,mail,,,,,,
V3R-b8a18a7fdebc,branch ledger: manager entry ra chhaina baaki milaaune,chhaina,,,,,,
V3R-b8db4b385458,check code once before posting — context unclear,code,,,,,,
V3R-b8e7ee44ac1c,aaja hit ko hisab milaaidim ra baaki clear gara,hit,,,,,,
V3R-b955008e1de2,aaja folder ko hisab milaaidim ra baaki clear gara,folder,,,,,,
V3R-b9812b7f8840,aaja select ko hisab milaaidim ra baaki clear gara,select,,,,,,
V3R-b98f59b91f4d,branch ledger: allowance entry ra hisab baaki milaaune,allowance,,,,,,
V3R-b9bcea2b0d00,Do not mutate protected token MOB-9800000001-R041 inside the posting draft case 41 (synthetic mobile token),MOB-9800000001-R041,,,,,,
V3R-b9db8b217af1,review shared surface id in mixed shop note before close,id,,,,,,
V3R-ba1480abcdb6,grahak le bihana bare sodheko cha,bihana,,,,,,
V3R-ba71813c1f46,Do not mutate protected token INV-SYN-9001-R053 inside the posting draft case 53 (synthetic invoice token),INV-SYN-9001-R053,,,,,,
V3R-baa47c1ed787,aaja type ko hisab milaaidim ra baaki clear gara,type,,,,,,
V3R-bac11b6196b1,check duty once before posting — context unclear,duty,,,,,,
V3R-bb2c680d5497,Do not mutate protected token MOB-9800000001-R001 inside the posting draft case 1 (synthetic mobile token),MOB-9800000001-R001,,,,,,
V3R-bb4d7ba8ff11,check pass once before posting — context unclear,pass,,,,,,
V3R-bb7b9e088b82,Do not transliterate the word draft in this English sentence,draft,,,,,,
V3R-bb7c9b5f6ba3,Accounting staff asked about office settings in Ask MokXya,office,,,,,,
V3R-bb88d5ccde7e,Customer Gita Sharma paid by bank transfer yesterday (name case 3),Gita,,,,,,
V3R-bb8b01432330,Please update the value field in the English settings panel,value,,,,,,
V3R-bc43bcef7374,Customer Nabin Poudel paid by bank transfer yesterday (name case 37),Nabin,,,,,,
V3R-bc97fe305561,grahak le invoice bare sodheko cha,invoice,,,,,,
V3R-bcc66bb1cfaa,Keep provision as Latin identity for the ERP toolbar label,provision,,,,,,
V3R-bcc94bfd7063,Customer Rajesh Karki paid by bank transfer yesterday (name case 6),Rajesh,,,,,,
V3R-bcd7b46d60ec,Customer Bikash Thapa paid by bank transfer yesterday (name case 29),Bikash,,,,,,
V3R-bcefa646ab28,branch ledger: supplier entry ra bujhe baaki milaaune,supplier,,,,,,
V3R-bd03d4dfbcd2,branch ledger: module entry ra aayo baaki milaaune,aayo,,,,,,
V3R-bde3b8ee40e7,maybe return means English UI or Romanized Nepali — reviewer must decide (case 17),return,,,,,,
V3R-bdef714e3bac,branch ledger: restore entry ra thulo baaki milaaune,restore,,,,,,
V3R-bdfbdfed5437,Do not mutate protected token EMAIL-user.syn@example.test-R065 inside the posting draft case 65 (synthetic email token),EMAIL-user.syn@example.test-R065,,,,,,
V3R-be0e5e954992,grahak le talab bare sodheko cha,talab,,,,,,
V3R-be37608883ed,aaja bill ko hisab milaaidim ra baaki clear gara,bill,,,,,,
V3R-be42ff8f6e52,Do not transliterate the word audit in this English sentence,audit,,,,,,
V3R-beb0953dc94e,Customer Manish Regmi paid by bank transfer yesterday (name case 18),Manish,,,,,,
V3R-bedfd361d7c5,Customer Kabita Limbu paid by bank transfer yesterday (name case 11),Kabita,,,,,,
V3R-bf77c527dce3,grahak le kinabhane bare sodheko cha,kinabhane,,,,,,
V3R-bf810096b043,Please update the order field in the English settings panel,order,,,,,,
V3R-bf906e2c2aa4,aaja copy ko hisab milaaidim ra baaki clear gara,copy,,,,,,
V3R-bfe5dfd095b5,check key once before posting — context unclear,key,,,,,,
V3R-bff7cdf8d33b,aaja label ko hisab milaaidim ra baaki clear gara,label,,,,,,
V3R-c013272c89ce,Please update the notice field in the English settings panel,notice,,,,,,
V3R-c0260864d391,branch ledger: sales entry ra dekhau baaki milaaune,dekhau,,,,,,
V3R-c07de6117411,review shared surface offer in mixed shop note before close,offer,,,,,,
V3R-c09dfb73e6ca,Please open the bank module and export the report,bank,,,,,,
V3R-c0e999ac8230,Keep batch as Latin identity for the ERP toolbar label,batch,,,,,,
V3R-c0ee9bea1b9b,review shared surface deal in mixed shop note before close,deal,,,,,,
V3R-c0fd2e6d045e,check upload once before posting — context unclear,upload,,,,,,
V3R-c14cee8836a2,check mail once before posting — context unclear,mail,,,,,,
V3R-c16d33453b59,Please open the statement module and export the report,statement,,,,,,
V3R-c21c21178092,hijo ko bihana entry check gara,bihana,,,,,,
V3R-c2249adebcb7,Do not mutate protected token SERIAL-SN-V3-0001-R089 inside the posting draft case 89 (synthetic serial),SERIAL-SN-V3-0001-R089,,,,,,
V3R-c279a3e272bc,Please update the agenda field in the English settings panel,agenda,,,,,,
V3R-c29e339ab324,check bank once before posting — context unclear,bank,,,,,,
V3R-c2b9f76845b1,check warranty once before posting — context unclear,warranty,,,,,,
V3R-c2bd4ecffaaf,Please update the root field in the English settings panel,root,,,,,,
V3R-c2ca60e2e7af,Please update the group field in the English settings panel,group,,,,,,
V3R-c2dc6048c126,review shared surface serial in mixed shop note before close,serial,,,,,,
V3R-c34e8e22ea30,The liability status must remain pending until confirm,liability,,,,,,
V3R-c35f8f5b8b84,Keep annual as Latin identity for the ERP toolbar label,annual,,,,,,
V3R-c3ba3fbd2ca8,Keep budget as Latin identity for the ERP toolbar label,budget,,,,,,
V3R-c489c6e26759,Do not mutate protected token PAN-A1B2C3D4E5-R080 inside the posting draft case 80 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R080,,,,,,
V3R-c4f9eed98444,branch ledger: employee entry ra chaina baaki milaaune,employee,,,,,,
V3R-c5213fa174c2,Do not mutate protected token INV-SYN-9001-R043 inside the posting draft case 43 (synthetic invoice token),INV-SYN-9001-R043,,,,,,
V3R-c533285cdbbf,aaja hunxa hisab milaaidim please,hunxa,,,,,,
V3R-c5420c6c3bd3,aaja card ko hisab milaaidim ra baaki clear gara,card,,,,,,
V3R-c55ea256992b,Do not transliterate the word grandtotal in this English sentence,grandtotal,,,,,,
V3R-c5773511fb06,bholi samma withdraw baaki clear garnu,withdraw,,,,,,
V3R-c59892a77b0d,Please update the book field in the English settings panel,book,,,,,,
V3R-c5e501cafabf,branch ledger: liability entry ra linchu baaki milaaune,linchu,,,,,,
V3R-c5f9c4b5ba38,check hit once before posting — context unclear,hit,,,,,,
V3R-c6538a47d730,Keep vendor as Latin identity for the ERP toolbar label,vendor,,,,,,
V3R-c66472d19620,Customer Bimala Neupane paid by bank transfer yesterday (name case 48),Bimala,,,,,,
V3R-c675a83c3733,check pricelist once before posting — context unclear,pricelist,,,,,,
V3R-c6bc91f8698f,alignment challenge 20: keep surface [café] intact (combining acute),café,,,,,,
V3R-c73bd73ebc4d,aaja term ko hisab milaaidim ra baaki clear gara,term,,,,,,
V3R-c74ffbf6b4c4,review shared surface utr in mixed shop note before close,utr,,,,,,
V3R-c797cab01ffb,maybe bag means English UI or Romanized Nepali — reviewer must decide (case 22),bag,,,,,,
V3R-c7ffd220532c,Please update the right field in the English settings panel,right,,,,,,
V3R-c80c89afef6b,hijo ko hijo entry check gara,hijo,,,,,,
V3R-c88a64c54409,check ticket once before posting — context unclear,ticket,,,,,,
V3R-c8d8222c16e6,check option once before posting — context unclear,option,,,,,,
V3R-c917900302a9,Do not mutate protected token PAN-A1B2C3D4E5-R070 inside the posting draft case 70 (synthetic taxpayer id token),PAN-A1B2C3D4E5-R070,,,,,,
V3R-c9811ab59795,Please update the stock field in the English settings panel,stock,,,,,,
V3R-ca18894322fe,Sync failed for serial queue — retry after backup,serial,,,,,,
V3R-ca38a327eb95,branch ledger: export entry ra jaanu baaki milaaune,export,,,,,,
V3R-ca63860dda8d,Please update the print field in the English settings panel,print,,,,,,
V3R-ca6d6c8e356b,hijo ko huncha entry check gara,huncha,,,,,,
V3R-cace0147e039,Enter DC code in the tax panel without Devanagari rewrite (acr case 16),DC,,,,,,
V3R-cadc17702f71,Customer Sunita Magar paid by bank transfer yesterday (name case 32),Sunita,,,,,,
V3R-caf5a9b32108,Sync failed for USD queue — retry after backup,USD,,,,,,
V3R-cb168a54000a,Enter LIFO code in the tax panel without Devanagari rewrite (acr case 49),LIFO,,,,,,
V3R-cbf1cff5a88e,aaja stock ko hisab milaaidim ra baaki clear gara,stock,,,,,,
V3R-cbfa8a6276c0,Customer Hari Krishna paid by bank transfer yesterday (name case 2),Hari,,,,,,
V3R-cc37bb33e78e,check path once before posting — context unclear,path,,,,,,
V3R-cc5e753b0f1f,aaja cap ko hisab milaaidim ra baaki clear gara,cap,,,,,,
V3R-cc837be11b78,aaja download ko hisab milaaidim ra baaki clear gara,download,,,,,,
V3R-ccd578101c6a,hajurko ra paisa mismatch bhayo,hajurko,,,,,,
V3R-ccd71c2e2b63,check token once before posting — context unclear,token,,,,,,
V3R-cd0eadd89cce,alignment challenge 6: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-cd5fbdfb7556,Please update the calendar field in the English settings panel,calendar,,,,,,
V3R-cd6d3f69bfea,Do not mutate protected token TXN-SYN-778899-R064 inside the posting draft case 64 (synthetic transaction token),TXN-SYN-778899-R064,,,,,,
V3R-cded735bf8f1,check permission once before posting — context unclear,permission,,,,,,
V3R-ce80cd72f995,Enter MRP code in the tax panel without Devanagari rewrite (acr case 17),MRP,,,,,,
V3R-ce915a6ee6da,bholi samma lejhar baaki clear garnu,lejhar,,,,,,
V3R-cfd82bc33061,hijo ko sanga entry check gara,sanga,,,,,,
V3R-cfe8a29dc279,bholi samma samma baaki clear garnu,samma,,,,,,
V3R-d0baca051d2d,check line once before posting — context unclear,line,,,,,,
V3R-d15f283d6fc2,aaja sabai hisab milaaidim please,sabai,,,,,,
V3R-d1c59096c23a,check policy once before posting — context unclear,policy,,,,,,
V3R-d1d2f63dc923,review shared surface pan in mixed shop note before close,pan,,,,,,
V3R-d22d5e240969,alignment challenge 46: keep surface [paisa…] intact (ellipsis),paisa…,,,,,,
V3R-d23123c97a9f,Create a draft amount and leave it unposted,amount,,,,,,
V3R-d2516fb0983c,hijo ko suna entry check gara,suna,,,,,,
V3R-d268eaf22801,maybe file means English UI or Romanized Nepali — reviewer must decide (case 9),file,,,,,,
V3R-d29419ddcc87,alignment challenge 27: keep surface [NPR−100] intact (minus sign),NPR−100,,,,,,
V3R-d2bde97b81ae,grahak le sano bare sodheko cha,sano,,,,,,
