review_id,input_text,highlighted_span,candidate_index,candidate_surface,acceptability,reviewer_entered_candidate,notes
V3R-7d48e8893896,Please update the select field in the English settings panel,select,1,SELECT,,,
V3R-7d48e8893896,Please update the select field in the English settings panel,select,2,select,,,
V3R-7d48e8893896,Please update the select field in the English settings panel,select,3,NONE_ACCEPTABLE,,,
V3R-7d93b3d89327,branch ledger: weekly entry ra malai baaki milaaune,weekly,0,malai,,,
V3R-7d93b3d89327,branch ledger: weekly entry ra malai baaki milaaune,weekly,1,NONE_ACCEPTABLE,,,
V3R-7d93b3d89327,branch ledger: weekly entry ra malai baaki milaaune,weekly,2,weekly,,,
V3R-7e7796c5f299,The reconcile status must remain pending until confirm,reconcile,0,reconcile,,,
V3R-7e7796c5f299,The reconcile status must remain pending until confirm,reconcile,1,NONE_ACCEPTABLE,,,
V3R-7f5e2f0e7f4f,branch ledger: discount entry ra pathau baaki milaaune,pathau,0,pathau,,,
V3R-7f5e2f0e7f4f,branch ledger: discount entry ra pathau baaki milaaune,pathau,1,NONE_ACCEPTABLE,,,
V3R-7f5e2f0e7f4f,branch ledger: discount entry ra pathau baaki milaaune,pathau,2,discount,,,
V3R-7f8405f06bc5,Do not transliterate the word grandtotal in this English sentence,grandtotal,0,NONE_ACCEPTABLE,,,
V3R-7f8405f06bc5,Do not transliterate the word grandtotal in this English sentence,grandtotal,1,grandtotal,,,
V3R-7fd5b20ca763,Please update the error field in the English settings panel,error,0,error_alt,,,
V3R-7fd5b20ca763,Please update the error field in the English settings panel,error,1,error,,,
V3R-7fd5b20ca763,Please update the error field in the English settings panel,error,2,ERROR,,,
V3R-7fd5b20ca763,Please update the error field in the English settings panel,error,3,NONE_ACCEPTABLE,,,
V3R-808222af6ab0,check download once before posting — context unclear,download,0,download,,,
V3R-808222af6ab0,check download once before posting — context unclear,download,1,DOWNLOAD,,,
V3R-808222af6ab0,check download once before posting — context unclear,download,2,download_alt,,,
V3R-808222af6ab0,check download once before posting — context unclear,download,3,NONE_ACCEPTABLE,,,
V3R-80a23d89ce23,check link once before posting — context unclear,link,0,link_alt,,,
V3R-80a23d89ce23,check link once before posting — context unclear,link,1,link,,,
V3R-80a23d89ce23,check link once before posting — context unclear,link,2,LINK,,,
V3R-80a23d89ce23,check link once before posting — context unclear,link,3,NONE_ACCEPTABLE,,,
V3R-81411f288b18,aaja peak ko hisab milaaidim ra baaki clear gara,peak,0,PEAK,,,
V3R-81411f288b18,aaja peak ko hisab milaaidim ra baaki clear gara,peak,1,peak_alt,,,
V3R-81411f288b18,aaja peak ko hisab milaaidim ra baaki clear gara,peak,2,peak,,,
V3R-81411f288b18,aaja peak ko hisab milaaidim ra baaki clear gara,peak,3,NONE_ACCEPTABLE,,,
V3R-8148eb5d2db1,Filter by depreciation then print the ledger summary,depreciation,0,NONE_ACCEPTABLE,,,
V3R-8148eb5d2db1,Filter by depreciation then print the ledger summary,depreciation,1,depreciation,,,
V3R-81b9665fab2c,check alert once before posting — context unclear,alert,0,NONE_ACCEPTABLE,,,
V3R-81b9665fab2c,check alert once before posting — context unclear,alert,1,ALERT,,,
V3R-81b9665fab2c,check alert once before posting — context unclear,alert,2,alert_alt,,,
V3R-81b9665fab2c,check alert once before posting — context unclear,alert,3,alert,,,
V3R-81c14c5cba0e,branch ledger: report entry ra gayo baaki milaaune,report,0,NONE_ACCEPTABLE,,,
V3R-81c14c5cba0e,branch ledger: report entry ra gayo baaki milaaune,report,1,gayo,,,
V3R-81c14c5cba0e,branch ledger: report entry ra gayo baaki milaaune,report,2,report,,,
V3R-82b36e04336f,check group once before posting — context unclear,group,0,GROUP,,,
V3R-82b36e04336f,check group once before posting — context unclear,group,1,group_alt,,,
V3R-82b36e04336f,check group once before posting — context unclear,group,2,group,,,
V3R-82b36e04336f,check group once before posting — context unclear,group,3,NONE_ACCEPTABLE,,,
V3R-82d983729ce1,check cap once before posting — context unclear,cap,0,cap,,,
V3R-82d983729ce1,check cap once before posting — context unclear,cap,1,NONE_ACCEPTABLE,,,
V3R-82d983729ce1,check cap once before posting — context unclear,cap,2,cap_alt,,,
V3R-82d983729ce1,check cap once before posting — context unclear,cap,3,CAP,,,
V3R-82e9289b901d,check cell once before posting — context unclear,cell,0,CELL,,,
V3R-82e9289b901d,check cell once before posting — context unclear,cell,1,cell,,,
V3R-82e9289b901d,check cell once before posting — context unclear,cell,2,cell_alt,,,
V3R-82e9289b901d,check cell once before posting — context unclear,cell,3,NONE_ACCEPTABLE,,,
V3R-8392dd771d5a,Please update the clause field in the English settings panel,clause,0,CLAUSE,,,
V3R-8392dd771d5a,Please update the clause field in the English settings panel,clause,1,NONE_ACCEPTABLE,,,
V3R-8392dd771d5a,Please update the clause field in the English settings panel,clause,2,clause_alt,,,
V3R-8392dd771d5a,Please update the clause field in the English settings panel,clause,3,clause,,,
V3R-844a7463f990,Please update the calendar field in the English settings panel,calendar,0,calendar,,,
V3R-844a7463f990,Please update the calendar field in the English settings panel,calendar,1,NONE_ACCEPTABLE,,,
V3R-844a7463f990,Please update the calendar field in the English settings panel,calendar,2,calendar_alt,,,
V3R-844a7463f990,Please update the calendar field in the English settings panel,calendar,3,CALENDAR,,,
V3R-86390311eecb,check balance once before posting — context unclear,balance,0,balance_alt,,,
V3R-86390311eecb,check balance once before posting — context unclear,balance,1,balance,,,
V3R-86390311eecb,check balance once before posting — context unclear,balance,2,BALANCE,,,
V3R-86390311eecb,check balance once before posting — context unclear,balance,3,NONE_ACCEPTABLE,,,
V3R-866666f47a45,aaja bank ko hisab milaaidim ra baaki clear gara,bank,0,bank,,,
V3R-866666f47a45,aaja bank ko hisab milaaidim ra baaki clear gara,bank,1,NONE_ACCEPTABLE,,,
V3R-866666f47a45,aaja bank ko hisab milaaidim ra baaki clear gara,bank,2,BANK,,,
V3R-866666f47a45,aaja bank ko hisab milaaidim ra baaki clear gara,bank,3,bank_alt,,,
V3R-869937924425,branch ledger: configuration entry ra sabai baaki milaaune,configuration,0,configuration,,,
V3R-869937924425,branch ledger: configuration entry ra sabai baaki milaaune,configuration,1,NONE_ACCEPTABLE,,,
V3R-869937924425,branch ledger: configuration entry ra sabai baaki milaaune,configuration,2,sabai,,,
V3R-86aa72402ba8,Do not transliterate the word transfer in this English sentence,transfer,0,transfer,,,
V3R-86aa72402ba8,Do not transliterate the word transfer in this English sentence,transfer,1,NONE_ACCEPTABLE,,,
V3R-872255c87e9c,check guarantee once before posting — context unclear,guarantee,0,guarantee,,,
V3R-872255c87e9c,check guarantee once before posting — context unclear,guarantee,1,NONE_ACCEPTABLE,,,
V3R-872255c87e9c,check guarantee once before posting — context unclear,guarantee,2,guarantee_alt,,,
V3R-872255c87e9c,check guarantee once before posting — context unclear,guarantee,3,GUARANTEE,,,
V3R-873cb6c47870,Sync failed for dc queue — retry after backup,dc,0,NONE_ACCEPTABLE,,,
V3R-873cb6c47870,Sync failed for dc queue — retry after backup,dc,1,dc,,,
V3R-876c54d68693,check lock once before posting — context unclear,lock,0,lock,,,
V3R-876c54d68693,check lock once before posting — context unclear,lock,1,lock_alt,,,
V3R-876c54d68693,check lock once before posting — context unclear,lock,2,NONE_ACCEPTABLE,,,
V3R-876c54d68693,check lock once before posting — context unclear,lock,3,LOCK,,,
V3R-8952e58a4f56,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,0,stamp_alt,,,
V3R-8952e58a4f56,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,1,STAMP,,,
V3R-8952e58a4f56,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,2,NONE_ACCEPTABLE,,,
V3R-8952e58a4f56,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,3,stamp,,,
V3R-89e52b618a3c,Filter by forecast then print the ledger summary,forecast,0,NONE_ACCEPTABLE,,,
V3R-89e52b618a3c,Filter by forecast then print the ledger summary,forecast,1,forecast,,,
V3R-89efab1ab4fd,check path once before posting — context unclear,path,0,PATH,,,
V3R-89efab1ab4fd,check path once before posting — context unclear,path,1,path_alt,,,
V3R-89efab1ab4fd,check path once before posting — context unclear,path,2,path,,,
V3R-89efab1ab4fd,check path once before posting — context unclear,path,3,NONE_ACCEPTABLE,,,
V3R-8abac211dd02,check duty once before posting — context unclear,duty,0,DUTY,,,
V3R-8abac211dd02,check duty once before posting — context unclear,duty,1,NONE_ACCEPTABLE,,,
V3R-8abac211dd02,check duty once before posting — context unclear,duty,2,duty_alt,,,
V3R-8abac211dd02,check duty once before posting — context unclear,duty,3,duty,,,
V3R-8b66144c1ddf,check hit once before posting — context unclear,hit,0,hit_alt,,,
V3R-8b66144c1ddf,check hit once before posting — context unclear,hit,1,HIT,,,
V3R-8b66144c1ddf,check hit once before posting — context unclear,hit,2,NONE_ACCEPTABLE,,,
V3R-8b66144c1ddf,check hit once before posting — context unclear,hit,3,hit,,,
V3R-8bbf635c5ad3,Please update the bill field in the English settings panel,bill,0,BILL,,,
V3R-8bbf635c5ad3,Please update the bill field in the English settings panel,bill,1,bill,,,
V3R-8bbf635c5ad3,Please update the bill field in the English settings panel,bill,2,bill_alt,,,
V3R-8bbf635c5ad3,Please update the bill field in the English settings panel,bill,3,NONE_ACCEPTABLE,,,
V3R-8c9069ba07b7,check policy once before posting — context unclear,policy,0,policy_alt,,,
V3R-8c9069ba07b7,check policy once before posting — context unclear,policy,1,policy,,,
V3R-8c9069ba07b7,check policy once before posting — context unclear,policy,2,POLICY,,,
V3R-8c9069ba07b7,check policy once before posting — context unclear,policy,3,NONE_ACCEPTABLE,,,
V3R-8c9573584a9c,branch ledger: settings entry ra thorai baaki milaaune,thorai,0,NONE_ACCEPTABLE,,,
V3R-8c9573584a9c,branch ledger: settings entry ra thorai baaki milaaune,thorai,1,settings,,,
V3R-8c9573584a9c,branch ledger: settings entry ra thorai baaki milaaune,thorai,2,thorai,,,
V3R-8d4e000ffe9b,Create a draft charge and leave it unposted,charge,0,NONE_ACCEPTABLE,,,
V3R-8d4e000ffe9b,Create a draft charge and leave it unposted,charge,1,charge,,,
V3R-8da08d41d7e2,aaja group ko hisab milaaidim ra baaki clear gara,group,0,group_alt,,,
V3R-8da08d41d7e2,aaja group ko hisab milaaidim ra baaki clear gara,group,1,GROUP,,,
V3R-8da08d41d7e2,aaja group ko hisab milaaidim ra baaki clear gara,group,2,NONE_ACCEPTABLE,,,
V3R-8da08d41d7e2,aaja group ko hisab milaaidim ra baaki clear gara,group,3,group,,,
V3R-8db14f2446b0,branch ledger: vendor entry ra cha baaki milaaune,vendor,0,vendor,,,
V3R-8db14f2446b0,branch ledger: vendor entry ra cha baaki milaaune,vendor,1,NONE_ACCEPTABLE,,,
V3R-8db14f2446b0,branch ledger: vendor entry ra cha baaki milaaune,vendor,2,cha,,,
V3R-8db1cb68aee5,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,0,RATECARD,,,
V3R-8db1cb68aee5,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,1,ratecard,,,
V3R-8db1cb68aee5,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,2,NONE_ACCEPTABLE,,,
V3R-8db1cb68aee5,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,3,ratecard_alt,,,
V3R-8e1c3100511f,check result once before posting — context unclear,result,0,result,,,
V3R-8e1c3100511f,check result once before posting — context unclear,result,1,RESULT,,,
V3R-8e1c3100511f,check result once before posting — context unclear,result,2,result_alt,,,
V3R-8e1c3100511f,check result once before posting — context unclear,result,3,NONE_ACCEPTABLE,,,
V3R-8e2163043303,check root once before posting — context unclear,root,0,NONE_ACCEPTABLE,,,
V3R-8e2163043303,check root once before posting — context unclear,root,1,root,,,
V3R-8e2163043303,check root once before posting — context unclear,root,2,ROOT,,,
V3R-8e2163043303,check root once before posting — context unclear,root,3,root_alt,,,
V3R-8e4efead3a46,check status once before posting — context unclear,status,0,NONE_ACCEPTABLE,,,
V3R-8e4efead3a46,check status once before posting — context unclear,status,1,STATUS,,,
V3R-8e4efead3a46,check status once before posting — context unclear,status,2,status_alt,,,
V3R-8e4efead3a46,check status once before posting — context unclear,status,3,status,,,
V3R-8e93b2fdf513,Please update the book field in the English settings panel,book,0,BOOK,,,
V3R-8e93b2fdf513,Please update the book field in the English settings panel,book,1,book,,,
V3R-8e93b2fdf513,Please update the book field in the English settings panel,book,2,book_alt,,,
V3R-8e93b2fdf513,Please update the book field in the English settings panel,book,3,NONE_ACCEPTABLE,,,
V3R-8e9820580eee,Create a draft manager and leave it unposted,manager,0,manager,,,
V3R-8e9820580eee,Create a draft manager and leave it unposted,manager,1,NONE_ACCEPTABLE,,,
V3R-8ea04ec2be46,check permission once before posting — context unclear,permission,0,permission_alt,,,
V3R-8ea04ec2be46,check permission once before posting — context unclear,permission,1,permission,,,
V3R-8ea04ec2be46,check permission once before posting — context unclear,permission,2,PERMISSION,,,
V3R-8ea04ec2be46,check permission once before posting — context unclear,permission,3,NONE_ACCEPTABLE,,,
V3R-8ea4fbbc84a1,aaja return ko hisab milaaidim ra baaki clear gara,return,0,return,,,
V3R-8ea4fbbc84a1,aaja return ko hisab milaaidim ra baaki clear gara,return,1,return_alt,,,
V3R-8ea4fbbc84a1,aaja return ko hisab milaaidim ra baaki clear gara,return,2,NONE_ACCEPTABLE,,,
V3R-8ea4fbbc84a1,aaja return ko hisab milaaidim ra baaki clear gara,return,3,RETURN,,,
V3R-8ef33a5bd025,check type once before posting — context unclear,type,0,type_alt,,,
V3R-8ef33a5bd025,check type once before posting — context unclear,type,1,TYPE,,,
V3R-8ef33a5bd025,check type once before posting — context unclear,type,2,NONE_ACCEPTABLE,,,
V3R-8ef33a5bd025,check type once before posting — context unclear,type,3,type,,,
V3R-8f442114ed7e,Accounting staff asked about upi settings in Ask MokXya,upi,0,upi,,,
V3R-8f442114ed7e,Accounting staff asked about upi settings in Ask MokXya,upi,1,NONE_ACCEPTABLE,,,
V3R-90c6303d4852,check condition once before posting — context unclear,condition,0,NONE_ACCEPTABLE,,,
V3R-90c6303d4852,check condition once before posting — context unclear,condition,1,CONDITION,,,
V3R-90c6303d4852,check condition once before posting — context unclear,condition,2,condition_alt,,,
V3R-90c6303d4852,check condition once before posting — context unclear,condition,3,condition,,,
V3R-90f8a68f3ef7,aaja match ko hisab milaaidim ra baaki clear gara,match,0,match_alt,,,
V3R-90f8a68f3ef7,aaja match ko hisab milaaidim ra baaki clear gara,match,1,NONE_ACCEPTABLE,,,
V3R-90f8a68f3ef7,aaja match ko hisab milaaidim ra baaki clear gara,match,2,match,,,
V3R-90f8a68f3ef7,aaja match ko hisab milaaidim ra baaki clear gara,match,3,MATCH,,,
V3R-912fadea2e5f,check set once before posting — context unclear,set,0,SET,,,
V3R-912fadea2e5f,check set once before posting — context unclear,set,1,set_alt,,,
V3R-912fadea2e5f,check set once before posting — context unclear,set,2,NONE_ACCEPTABLE,,,
V3R-912fadea2e5f,check set once before posting — context unclear,set,3,set,,,
V3R-91a6f47c1df1,Do not transliterate the word carryforward in this English sentence,carryforward,0,NONE_ACCEPTABLE,,,
V3R-91a6f47c1df1,Do not transliterate the word carryforward in this English sentence,carryforward,1,carryforward,,,
V3R-91c37973e14c,Please open the bank module and export the report,bank,0,NONE_ACCEPTABLE,,,
V3R-91c37973e14c,Please open the bank module and export the report,bank,1,bank,,,
V3R-921d5b85e0a2,check table once before posting — context unclear,table,0,NONE_ACCEPTABLE,,,
V3R-921d5b85e0a2,check table once before posting — context unclear,table,1,table_alt,,,
V3R-921d5b85e0a2,check table once before posting — context unclear,table,2,table,,,
V3R-921d5b85e0a2,check table once before posting — context unclear,table,3,TABLE,,,
V3R-92b9cb602c35,The void status must remain pending until confirm,void,0,void,,,
V3R-92b9cb602c35,The void status must remain pending until confirm,void,1,NONE_ACCEPTABLE,,,
V3R-9406edd0bebd,Please update the memo field in the English settings panel,memo,0,memo_alt,,,
V3R-9406edd0bebd,Please update the memo field in the English settings panel,memo,1,NONE_ACCEPTABLE,,,
V3R-9406edd0bebd,Please update the memo field in the English settings panel,memo,2,MEMO,,,
V3R-9406edd0bebd,Please update the memo field in the English settings panel,memo,3,memo,,,
V3R-9477b5a51f99,branch ledger: template entry ra kehi baaki milaaune,kehi,0,kehi,,,
V3R-9477b5a51f99,branch ledger: template entry ra kehi baaki milaaune,kehi,1,template,,,
V3R-9477b5a51f99,branch ledger: template entry ra kehi baaki milaaune,kehi,2,NONE_ACCEPTABLE,,,
V3R-94c732dde18f,check state once before posting — context unclear,state,0,state_alt,,,
V3R-94c732dde18f,check state once before posting — context unclear,state,1,state,,,
V3R-94c732dde18f,check state once before posting — context unclear,state,2,NONE_ACCEPTABLE,,,
V3R-94c732dde18f,check state once before posting — context unclear,state,3,STATE,,,
V3R-94dd02a169df,Please update the charge field in the English settings panel,charge,0,CHARGE,,,
V3R-94dd02a169df,Please update the charge field in the English settings panel,charge,1,charge,,,
V3R-94dd02a169df,Please update the charge field in the English settings panel,charge,2,NONE_ACCEPTABLE,,,
V3R-94dd02a169df,Please update the charge field in the English settings panel,charge,3,charge_alt,,,
V3R-95536f5779ec,Please update the filter field in the English settings panel,filter,0,NONE_ACCEPTABLE,,,
V3R-95536f5779ec,Please update the filter field in the English settings panel,filter,1,FILTER,,,
V3R-95536f5779ec,Please update the filter field in the English settings panel,filter,2,filter,,,
V3R-95536f5779ec,Please update the filter field in the English settings panel,filter,3,filter_alt,,,
V3R-95b18b37dd6f,check check once before posting — context unclear,check,0,check_alt,,,
V3R-95b18b37dd6f,check check once before posting — context unclear,check,1,NONE_ACCEPTABLE,,,
V3R-95b18b37dd6f,check check once before posting — context unclear,check,2,check,,,
V3R-95b18b37dd6f,check check once before posting — context unclear,check,3,CHECK,,,
V3R-962bc2fdd66a,Create a draft pending and leave it unposted,pending,0,pending,,,
V3R-962bc2fdd66a,Create a draft pending and leave it unposted,pending,1,NONE_ACCEPTABLE,,,
V3R-97435c1106c9,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,0,NONE_ACCEPTABLE,,,
V3R-97435c1106c9,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,1,TICKET,,,
V3R-97435c1106c9,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,2,ticket,,,
V3R-97435c1106c9,aaja ticket ko hisab milaaidim ra baaki clear gara,ticket,3,ticket_alt,,,
V3R-977d07af46cc,check shift once before posting — context unclear,shift,0,NONE_ACCEPTABLE,,,
V3R-977d07af46cc,check shift once before posting — context unclear,shift,1,shift,,,
V3R-977d07af46cc,check shift once before posting — context unclear,shift,2,SHIFT,,,
V3R-977d07af46cc,check shift once before posting — context unclear,shift,3,shift_alt,,,
V3R-977ef6fb8269,The cheque status must remain pending until confirm,cheque,0,NONE_ACCEPTABLE,,,
V3R-977ef6fb8269,The cheque status must remain pending until confirm,cheque,1,cheque,,,
V3R-98d87e6283ed,branch ledger: fiscal entry ra mero baaki milaaune,fiscal,0,NONE_ACCEPTABLE,,,
V3R-98d87e6283ed,branch ledger: fiscal entry ra mero baaki milaaune,fiscal,1,mero,,,
V3R-98d87e6283ed,branch ledger: fiscal entry ra mero baaki milaaune,fiscal,2,fiscal,,,
V3R-99fcd48ae47d,Please update the set field in the English settings panel,set,0,set,,,
V3R-99fcd48ae47d,Please update the set field in the English settings panel,set,1,SET,,,
V3R-99fcd48ae47d,Please update the set field in the English settings panel,set,2,NONE_ACCEPTABLE,,,
V3R-99fcd48ae47d,Please update the set field in the English settings panel,set,3,set_alt,,,
V3R-9a3d09803fd7,Create a draft balance and leave it unposted,balance,0,balance,,,
V3R-9a3d09803fd7,Create a draft balance and leave it unposted,balance,1,NONE_ACCEPTABLE,,,
V3R-9ae40bbea2d5,Please update the scan field in the English settings panel,scan,0,scan,,,
V3R-9ae40bbea2d5,Please update the scan field in the English settings panel,scan,1,NONE_ACCEPTABLE,,,
V3R-9ae40bbea2d5,Please update the scan field in the English settings panel,scan,2,SCAN,,,
V3R-9ae40bbea2d5,Please update the scan field in the English settings panel,scan,3,scan_alt,,,
V3R-9b7beb1ed1c7,branch ledger: customer entry ra thaha baaki milaaune,thaha,0,customer,,,
V3R-9b7beb1ed1c7,branch ledger: customer entry ra thaha baaki milaaune,thaha,1,thaha,,,
V3R-9b7beb1ed1c7,branch ledger: customer entry ra thaha baaki milaaune,thaha,2,NONE_ACCEPTABLE,,,
V3R-9bb66132c2c9,aaja card ko hisab milaaidim ra baaki clear gara,card,0,CARD,,,
V3R-9bb66132c2c9,aaja card ko hisab milaaidim ra baaki clear gara,card,1,card,,,
V3R-9bb66132c2c9,aaja card ko hisab milaaidim ra baaki clear gara,card,2,NONE_ACCEPTABLE,,,
V3R-9bb66132c2c9,aaja card ko hisab milaaidim ra baaki clear gara,card,3,card_alt,,,
V3R-9bf2fcd24c43,check value once before posting — context unclear,value,0,value_alt,,,
V3R-9bf2fcd24c43,check value once before posting — context unclear,value,1,NONE_ACCEPTABLE,,,
V3R-9bf2fcd24c43,check value once before posting — context unclear,value,2,VALUE,,,
V3R-9bf2fcd24c43,check value once before posting — context unclear,value,3,value,,,
V3R-9e6ea448cca4,aaja minute ko hisab milaaidim ra baaki clear gara,minute,0,MINUTE,,,
V3R-9e6ea448cca4,aaja minute ko hisab milaaidim ra baaki clear gara,minute,1,minute_alt,,,
V3R-9e6ea448cca4,aaja minute ko hisab milaaidim ra baaki clear gara,minute,2,minute,,,
V3R-9e6ea448cca4,aaja minute ko hisab milaaidim ra baaki clear gara,minute,3,NONE_ACCEPTABLE,,,
V3R-9f1047c84b8b,branch ledger: freight entry ra bola baaki milaaune,freight,0,NONE_ACCEPTABLE,,,
V3R-9f1047c84b8b,branch ledger: freight entry ra bola baaki milaaune,freight,1,freight,,,
V3R-9f1047c84b8b,branch ledger: freight entry ra bola baaki milaaune,freight,2,bola,,,
V3R-9f28192e6aa8,aaja margin ko hisab milaaidim ra baaki clear gara,margin,0,margin,,,
V3R-9f28192e6aa8,aaja margin ko hisab milaaidim ra baaki clear gara,margin,1,margin_alt,,,
V3R-9f28192e6aa8,aaja margin ko hisab milaaidim ra baaki clear gara,margin,2,MARGIN,,,
V3R-9f28192e6aa8,aaja margin ko hisab milaaidim ra baaki clear gara,margin,3,NONE_ACCEPTABLE,,,
V3R-9fe181b0dae6,Filter by approve then print the ledger summary,approve,0,approve,,,
V3R-9fe181b0dae6,Filter by approve then print the ledger summary,approve,1,NONE_ACCEPTABLE,,,
V3R-9ff8d0d4d943,aaja duty ko hisab milaaidim ra baaki clear gara,duty,0,duty,,,
V3R-9ff8d0d4d943,aaja duty ko hisab milaaidim ra baaki clear gara,duty,1,NONE_ACCEPTABLE,,,
V3R-9ff8d0d4d943,aaja duty ko hisab milaaidim ra baaki clear gara,duty,2,duty_alt,,,
V3R-9ff8d0d4d943,aaja duty ko hisab milaaidim ra baaki clear gara,duty,3,DUTY,,,
V3R-a01d19442513,Keep so as Latin identity for the ERP toolbar label,so,0,so,,,
V3R-a01d19442513,Keep so as Latin identity for the ERP toolbar label,so,1,NONE_ACCEPTABLE,,,
V3R-a059da1c05d3,aaja state ko hisab milaaidim ra baaki clear gara,state,0,state_alt,,,
V3R-a059da1c05d3,aaja state ko hisab milaaidim ra baaki clear gara,state,1,NONE_ACCEPTABLE,,,
V3R-a059da1c05d3,aaja state ko hisab milaaidim ra baaki clear gara,state,2,state,,,
V3R-a059da1c05d3,aaja state ko hisab milaaidim ra baaki clear gara,state,3,STATE,,,
V3R-a0dabb1202b0,check batch once before posting — context unclear,batch,0,batch,,,
V3R-a0dabb1202b0,check batch once before posting — context unclear,batch,1,BATCH,,,
V3R-a0dabb1202b0,check batch once before posting — context unclear,batch,2,NONE_ACCEPTABLE,,,
V3R-a0dabb1202b0,check batch once before posting — context unclear,batch,3,batch_alt,,,
V3R-a12ade20186f,check order once before posting — context unclear,order,0,order_alt,,,
V3R-a12ade20186f,check order once before posting — context unclear,order,1,ORDER,,,
V3R-a12ade20186f,check order once before posting — context unclear,order,2,NONE_ACCEPTABLE,,,
V3R-a12ade20186f,check order once before posting — context unclear,order,3,order,,,
V3R-a165d3800730,review shared surface challan in mixed shop note before close,challan,0,challan,,,
V3R-a165d3800730,review shared surface challan in mixed shop note before close,challan,1,NONE_ACCEPTABLE,,,
V3R-a1777ebc3966,check bond once before posting — context unclear,bond,0,NONE_ACCEPTABLE,,,
V3R-a1777ebc3966,check bond once before posting — context unclear,bond,1,bond,,,
V3R-a1777ebc3966,check bond once before posting — context unclear,bond,2,BOND,,,
V3R-a1777ebc3966,check bond once before posting — context unclear,bond,3,bond_alt,,,
V3R-a19c4908c5dc,branch ledger: GST entry ra noksan baaki milaaune,GST,0,NONE_ACCEPTABLE,,,
V3R-a19c4908c5dc,branch ledger: GST entry ra noksan baaki milaaune,GST,1,GST,,,
V3R-a19c4908c5dc,branch ledger: GST entry ra noksan baaki milaaune,GST,2,noksan,,,
V3R-a1d9e20fbdfc,Please update the draft field in the English settings panel,draft,0,NONE_ACCEPTABLE,,,
V3R-a1d9e20fbdfc,Please update the draft field in the English settings panel,draft,1,DRAFT,,,
V3R-a1d9e20fbdfc,Please update the draft field in the English settings panel,draft,2,draft_alt,,,
V3R-a1d9e20fbdfc,Please update the draft field in the English settings panel,draft,3,draft,,,
V3R-a222807d63c0,branch ledger: VAT entry ra aamdani baaki milaaune,VAT,0,aamdani,,,
V3R-a222807d63c0,branch ledger: VAT entry ra aamdani baaki milaaune,VAT,1,NONE_ACCEPTABLE,,,
V3R-a222807d63c0,branch ledger: VAT entry ra aamdani baaki milaaune,VAT,2,VAT,,,
V3R-a2574e23f018,Do not transliterate the word equity in this English sentence,equity,0,NONE_ACCEPTABLE,,,
V3R-a2574e23f018,Do not transliterate the word equity in this English sentence,equity,1,equity,,,
V3R-a261eaaad232,Sync failed for credit queue — retry after backup,credit,0,NONE_ACCEPTABLE,,,
V3R-a261eaaad232,Sync failed for credit queue — retry after backup,credit,1,credit,,,
V3R-a42fc44b2b15,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,0,pricelist,,,
V3R-a42fc44b2b15,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,1,pricelist_alt,,,
V3R-a42fc44b2b15,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,2,NONE_ACCEPTABLE,,,
V3R-a42fc44b2b15,aaja pricelist ko hisab milaaidim ra baaki clear gara,pricelist,3,PRICELIST,,,
V3R-a4d7dd18c298,Please update the rate field in the English settings panel,rate,0,RATE,,,
V3R-a4d7dd18c298,Please update the rate field in the English settings panel,rate,1,rate,,,
V3R-a4d7dd18c298,Please update the rate field in the English settings panel,rate,2,NONE_ACCEPTABLE,,,
V3R-a4d7dd18c298,Please update the rate field in the English settings panel,rate,3,rate_alt,,,
V3R-a5021b261f56,Please update the floor field in the English settings panel,floor,0,FLOOR,,,
V3R-a5021b261f56,Please update the floor field in the English settings panel,floor,1,floor_alt,,,
V3R-a5021b261f56,Please update the floor field in the English settings panel,floor,2,NONE_ACCEPTABLE,,,
V3R-a5021b261f56,Please update the floor field in the English settings panel,floor,3,floor,,,
V3R-a5173205a627,aaja mode ko hisab milaaidim ra baaki clear gara,mode,0,mode,,,
V3R-a5173205a627,aaja mode ko hisab milaaidim ra baaki clear gara,mode,1,NONE_ACCEPTABLE,,,
V3R-a5173205a627,aaja mode ko hisab milaaidim ra baaki clear gara,mode,2,MODE,,,
V3R-a5173205a627,aaja mode ko hisab milaaidim ra baaki clear gara,mode,3,mode_alt,,,
V3R-a544ae945d41,Please update the line field in the English settings panel,line,0,line_alt,,,
V3R-a544ae945d41,Please update the line field in the English settings panel,line,1,LINE,,,
V3R-a544ae945d41,Please update the line field in the English settings panel,line,2,NONE_ACCEPTABLE,,,
V3R-a544ae945d41,Please update the line field in the English settings panel,line,3,line,,,
